4.510094973546182606e-01,6.146063811934677767e-01,1.673061402966457001e-01,3.908426195605032571e-01,0.000000000000000000e+00,2.000000000000000000e+00,6.691263013537599669e+00,6.792145010028233010e+00,1.185154055314470600e+00,3.811871712943466051e+00,1.757584790742500180e-01,2.207100488720620923e+00,0.000000000000000000e+00,2.000000000000000000e+00,6.691263013537599669e+00,6.792145010028233010e+00
8.371234023303538718e-01,5.584486855600191424e-01,3.419815018983241028e-02,8.397813824808912919e-01,1.000000000000000000e+00,2.000000000000000000e+00,7.351783592219610641e-01,3.248109927567546240e-01,1.575394038306396460e+00,5.370452047298472031e+00,6.851491070766960512e+00,2.479177754953158175e+00,1.000000000000000000e+00,2.000000000000000000e+00,7.351783592219610641e-01,3.248109927567546240e-01
6.056357567578801726e-01,3.509550356388425607e-01,6.784082128450864557e-01,5.686928278235136025e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.921524249375318405e+00,6.610858783880515510e+00,1.959624273424908081e+00,6.989976400148916191e-01,6.002672650823468459e+00,7.807294771803582334e-01,1.000000000000000000e+00,0.000000000000000000e+00,3.921524249375318405e+00,6.610858783880515510e+00
8.620161532193283405e-01,2.059438789825148719e-01,5.765840655019248695e-01,1.987564487580310013e-01,0.000000000000000000e+00,2.000000000000000000e+00,1.873797358259431389e+00,4.482542529221404060e+00,1.652850767068902993e+00,5.640393353534577159e+00,7.021099025106917191e-01,2.102840098069081787e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.873797358259431389e+00,4.482542529221404060e+00
5.864501753064534917e-01,7.675710583565492628e-01,7.510135201844264641e-01,6.422783194146152175e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.265417143289578217e-01,6.928611627985814536e+00,1.676833111222010064e+00,5.206751970889786918e+00,4.588335876756087117e+00,2.963443612905269031e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.265417143289578217e-01,6.928611627985814536e+00
7.519180962809116631e-01,7.776120993343210719e-01,7.034203824095496271e-01,4.075246526969009686e-01,1.000000000000000000e+00,2.000000000000000000e+00,6.499465972991639084e+00,2.534767014085679726e+00,1.153543674579584621e+00,3.367439486070917809e-01,2.291550791819698230e+00,2.502375654878573386e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.499465972991639084e+00,2.534767014085679726e+00
3.841513029450371874e-01,5.996619495155242063e-02,8.367813602938231066e-01,2.029405080814137285e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.131425538864353264e+00,5.944648949470860089e+00,1.030330990520617940e+00,2.994347045438813026e+00,4.093099849373591503e+00,1.283385651048623455e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.131425538864353264e+00,5.944648949470860089e+00
6.807278648786716513e-01,2.425222372628141887e-01,9.720382026023247635e-01,2.194276713323425332e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.936051274197262195e+00,3.526647091019378344e+00,4.352998659330296061e-01,5.079822419370410458e+00,1.515343781522997979e+00,1.232614923242964622e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.936051274197262195e+00,3.526647091019378344e+00
2.806470026957739172e-01,1.692672985113774509e-02,4.882697453600765014e-01,7.287512677981454745e-01,0.000000000000000000e+00,2.000000000000000000e+00,4.011139986027184356e+00,4.758470580560285157e+00,1.146637922869273574e+00,3.748305970542870291e+00,3.838424511096824254e+00,2.535340855957871842e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.011139986027184356e+00,4.758470580560285157e+00
3.076452559567346423e-01,8.877499996963401641e-01,4.807640703784678005e-01,4.406723264890012315e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.895955048973268831e+00,6.148632182046235961e+00,1.553491288450684848e+00,5.729930107296127950e+00,3.537609746226754837e+00,1.190203158521318194e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.895955048973268831e+00,6.148632182046235961e+00
